isbn;titulo;autor;editorial;categoria;año_publicacion;idioma;formato;paginas;precio_venta_pvp;precio_coste;margen_bruto_pct;disponible_online;disponible_tienda;activo;fecha_alta_catalogo;resena_texto
978-449-468-5538-4;Libro 0406 - Ciencia y Tecnología;Richard Dawkins;Alianza Editorial;Ciencia y Tecnología;1987;Español;Bolsillo;574;37.66;28.06;25.48;Sí;Sí;Sí;2019-06-21;Con su característica claridad divulgativa, Dawkins explora los mecanismos de la herencia y la evolución. Un libro que cambia la forma de ver el mundo natural y el lugar del ser humano en él.
978-411-549-2190-9;Libro 0407 - Economía/Negocios;Ha-Joon Chang;Destino;Economía/Negocios;2001;Español;Bolsillo;498;29.71;20.52;30.94;Sí;No;No;2020-03-30;Chang desmonta los mitos del libre mercado con datos históricos y una claridad envidiable. Argumenta que las economías exitosas siempre han combinado mercado y Estado, desafiando el dogma neoliberal dominante.
978-651-671-7122-5;Libro 0408 - Autoayuda;Mark Manson;Salamandra;Autoayuda;2024;Español;Tapa dura;177;18.1;9.92;45.18;Sí;Sí;Sí;2022-05-08;Manson combina referencias filosóficas con anécdotas personales para construir un argumento original sobre la responsabilidad y los valores. Una voz única en un género que a menudo promete demasiado.
978-357-410-2196-1;Libro 0409 - Autoayuda;Robin Sharma;Alfaguara;Autoayuda;2012;Español;Tapa dura;310;19.11;10.34;45.89;Sí;No;Sí;2020-06-22;Sharma defiende que la grandeza personal no es un privilegio de pocos sino el resultado de pequeñas decisiones diarias. Un libro que motiva a tomar el control de la vida con herramientas concretas y reflexiones profundas.
978-441-887-3949-4;Libro 0410 - Idiomas;Michael Swan;Espasa;Idiomas;2022;Inglés;Tapa dura;597;40.09;26.76;33.26;Sí;Sí;No;2021-01-21;Con una organización impecable y ejemplos tomados del inglés cotidiano, Swan construyó una obra de referencia que ha ayudado a millones de estudiantes a dominar los matices del idioma.
978-845-182-9634-4;Libro 0411 - Arte y Fotografía;Giorgio Vasari;Penguin Clásicos;Arte y Fotografía;1982;Español;Tapa blanda;234;65.71;50.01;23.89;Sí;Sí;Sí;2022-06-28;Las vidas de los artistas que Vasari recoge en su obra fundacional siguen siendo la fuente más rica sobre el arte del Quattrocento y Cinquecento italiano. Lectura esencial para cualquier amante del arte.
978-293-174-9962-4;Libro 0412 - Ciencia y Tecnología;Neil deGrasse Tyson;Random House;Ciencia y Tecnología;2021;Español;Tapa dura;402;26.63;16.99;36.2;Sí;Sí;Sí;2023-01-13;Una invitación irresistible a mirar el cielo con ojos científicos. Tyson explica los grandes misterios del universo con una mezcla única de rigor académico y cercanía humana que pocos divulgadores logran.
978-532-670-9974-8;Libro 0413 - Historia;Ian Kershaw;Ariel;Historia;2018;Español;Tapa blanda;379;22.85;14.84;35.04;Sí;Sí;Sí;2022-10-24;Kershaw es el biógrafo de referencia del nazismo. Sus análisis del ascenso y caída del Tercer Reich combinan una erudición impresionante con una narrativa que mantiene la tensión de una novela.
978-531-835-8847-6;Libro 0414 - Arte y Fotografía;E.H. Gombrich;Siruela;Arte y Fotografía;1993;Español;Bolsillo;309;65.58;47.34;27.82;Sí;Sí;Sí;2019-02-08;La historia del arte más vendida de todos los tiempos. Gombrich lleva al lector por cuatro mil años de creación artística con una claridad, pasión y erudición que no tienen precedente en la literatura divulgativa.
978-658-827-1904-1;Libro 0415 - Cómics/Manga;Osamu Tezuka;Ediciones B;Cómics/Manga;2017;Español;Tapa blanda;143;9.2;6.11;33.63;Sí;Sí;Sí;2020-01-21;Tezuka abordó en sus obras temas como la guerra, la medicina, la ecología y la espiritualidad con igual profundidad y humanidad. Un autor que no tenía equivalente en ningún medio de su época.
978-817-238-8367-0;Libro 0416 - Economía/Negocios;Adam Smith;Destino;Economía/Negocios;2016;Español;Bolsillo;261;37.28;21.86;41.36;No;No;Sí;2019-12-14;La Riqueza de las Naciones es mucho más que un manual de economía: es una investigación filosófica sobre la naturaleza humana, la cooperación y las condiciones del bienestar colectivo.
978-690-808-8261-7;Libro 0417 - Ficción;Arturo Pérez-Reverte;Tusquets;Ficción;1990;Español;Tapa blanda;313;17.41;11.16;35.91;Sí;Sí;Sí;2022-04-18;Pérez-Reverte lleva al lector por escenarios históricos con la precisión del reportero y la imaginación del novelista. Sus historias enganchan desde la primera página y dejan poso.
978-745-670-3804-3;Libro 0418 - Idiomas;Raymond Murphy;Ediciones B;Idiomas;2000;Inglés;Tapa dura;346;23.75;16.71;29.64;Sí;Sí;Sí;2022-04-23;Murphy entendió que aprender gramática no tiene que ser aburrido. Sus explicaciones precisas y sus ejercicios contextualizados hacen del inglés una lengua que se puede dominar con constancia y buen método.
978-466-926-1133-7;Libro 0419 - Cómics/Manga;Naoki Urasawa;Alianza Editorial;Cómics/Manga;2013;Español;Tapa dura;326;14.69;9.44;35.76;Sí;Sí;Sí;2021-01-07;Urasawa escribe thrillers de la mente con el lenguaje del manga. Sus historias plantean dilemas éticos y filosóficos envueltos en una acción que no da respiro.
978-769-279-2603-9;Libro 0420 - Cómics/Manga;Frank Miller;Alianza Editorial;Cómics/Manga;1997;Español;Tapa blanda;243;13.04;8.82;32.33;Sí;Sí;Sí;2022-02-26;Miller es uno de los grandes innovadores del cómic moderno. Sus páginas destilan una energía salvaje y una tensión narrativa que pocas obras del género han logrado igualar.
978-573-310-7830-5;Libro 0421 - Autoayuda;Mark Manson;Planeta;Autoayuda;1988;Español;Tapa dura;169;17.51;9.98;43.0;Sí;Sí;Sí;2022-10-14;Un libro provocador que desafía la cultura del positivismo forzado. Manson argumenta que la clave del bienestar no está en evitar los problemas sino en elegir cuáles merecen nuestra energía. Directo, irreverente y sorprendentemente sabio.
978-282-303-1465-5;Libro 0422 - Ciencia y Tecnología;Carl Sagan;Alfaguara;Ciencia y Tecnología;2003;Español;Tapa blanda;577;29.91;19.7;34.12;Sí;Sí;Sí;2019-03-21;Con una prosa poética y un rigor científico impecable, Sagan explora el lugar de la humanidad en el cosmos. Inspirador, humilde y profundamente humano, este libro es de los que cambian la vida.
978-623-421-5070-2;Libro 0423 - Idiomas;Norman Whitney;Random House;Idiomas;1999;Español;Tapa blanda;561;29.35;19.35;34.06;Sí;No;Sí;2019-12-12;Los materiales de Whitney tienen la virtud de presentar el idioma en contextos reales y motivadores. Un recurso que acompaña al estudiante con solidez desde los niveles básicos hasta los intermedios.
978-145-720-9987-1;Libro 0424 - Cómics/Manga;Frank Miller;Planeta;Cómics/Manga;1982;Español;Tapa dura;256;11.66;7.74;33.59;Sí;No;Sí;2022-05-22;El noir y el cómic de superhéroes se fundieron en las manos de Miller para crear algo completamente nuevo. Su influencia en el cine y en la cultura pop es innegable.
978-287-731-8083-0;Libro 0425 - Ficción;Isabel Allende;Salamandra;Ficción;1998;Español;Tapa dura;244;18.38;12.62;31.32;Sí;Sí;Sí;2019-08-31;Allende escribe con el corazón y con una maestría técnica que convierte sus novelas en experiencias inmersivas. Una escritora que conecta emocionalmente con el lector desde la primera página.
978-201-738-3316-8;Libro 0426 - Arte y Fotografía;E.H. Gombrich;Crítica;Arte y Fotografía;2020;Español;Ebook;156;22.37;13.7;33.19;Sí;No;Sí;2019-01-09;Gombrich tiene el don de hacer accesible lo complejo sin perder rigor. Su recorrido por la historia del arte occidental es a la vez una introducción y una obra de referencia para cualquier nivel.
978-275-885-4670-4;Libro 0427 - Cómics/Manga;Osamu Tezuka;Siruela;Cómics/Manga;2010;Español;Tapa blanda;297;10.44;6.96;33.33;Sí;Sí;Sí;2021-02-21;Tezuka es el padre del manga moderno y su obra es testimonio de una imaginación sin límites. Combina aventura, ciencia ficción y reflexión humanista con un estilo visual que sigue siendo referencia décadas después.
978-729-607-4233-9;Libro 0428 - Ficción;Arturo Pérez-Reverte;Tusquets;Ficción;2017;Catalán;Tapa blanda;350;15.06;10.28;31.75;Sí;Sí;Sí;2019-08-08;La ironía, la elegancia y la violencia conviven en las páginas de Pérez-Reverte con una naturalidad que lo distingue de cualquier otro escritor en español.
978-363-793-8260-5;Libro 0429 - No Ficción;Walter Isaacson;Destino;No Ficción;1980;Español;Tapa dura;341;20.05;12.11;39.61;No;Sí;Sí;2023-03-03;Con un estilo ágil y una investigación exhaustiva, Isaacson retrata a las figuras que han dado forma al mundo moderno. Sus biografías son a la vez relatos personales y crónicas del cambio tecnológico y cultural.
978-338-859-7630-6;Libro 0430 - Infantil/Juvenil;Laura Gallego;Random House;Infantil/Juvenil;2006;Inglés;Tapa blanda;176;11.94;7.84;34.37;Sí;Sí;Sí;2023-08-08;Gallego escribe fantasía que crece con sus lectores. Sus historias, llenas de magia, aventura y emoción genuina, tienen una sustancia narrativa que pocas obras del género juvenil pueden igualar.
978-468-666-6197-4;Libro 0431 - Infantil/Juvenil;Roald Dahl;Random House;Infantil/Juvenil;2005;Español;Tapa blanda;180;14.22;7.48;47.38;Sí;Sí;Sí;2019-06-28;Dahl es el maestro de la literatura infantil con mordiente. Sus historias mezclan humor absurdo, justicia poética y una ligera perversidad que encanta a los niños y divierte a los adultos que los acompañan.
978-239-793-2478-9;Libro 0432 - Ficción;Isabel Allende;Crítica;Ficción;1999;Español;Bolsillo;256;11.18;7.37;34.11;Sí;Sí;Sí;2019-09-23;Sus novelas son mundos completos en los que la historia, el amor y la tragedia se entrelazan con naturalidad. Allende es la gran narradora de los afectos en lengua española.
978-315-197-2668-5;Libro 0433 - Idiomas;Norman Whitney;Ediciones B;Idiomas;2007;Español;Tapa blanda;423;21.15;15.06;28.8;Sí;Sí;Sí;2022-02-16;Whitney desarrolló materiales de aprendizaje de inglés que combinan comprensión lectora, vocabulario y gramática de forma integrada. Sus libros son herramientas eficaces para el aprendizaje autónomo.
978-930-492-9538-1;Libro 0434 - Cómics/Manga;Alan Moore;Paidós;Cómics/Manga;2008;Español;Tapa dura;163;9.07;5.72;36.98;Sí;Sí;Sí;2022-10-12;Moore lleva el cómic a territorios narrativos que pocas novelas gráficas han explorado. Una obra densa, bella y perturbadora que combina mitología, política y psicología de manera magistral.
978-925-342-8157-5;Libro 0435 - Arte y Fotografía;Simon Schama;Alianza Editorial;Arte y Fotografía;1997;Español;Tapa blanda;125;40.74;26.74;34.37;Sí;Sí;Sí;2023-10-23;Schama escribe historia del arte con la pasión de un novelista y la precisión de un académico. Sus análisis de obras concretas revelan capas de significado que escapan a miradas menos atentas.
978-863-314-7005-3;Libro 0436 - No Ficción;Rutger Bregman;Ariel;No Ficción;2005;Español;Tapa blanda;287;18.89;12.57;33.48;Sí;Sí;Sí;2020-07-08;Bregman propone una revisión radical de la naturaleza humana, argumentando que las personas son fundamentalmente buenas. Con casos históricos y estudios empíricos, desafía el cinismo que domina el debate político actual.
978-772-661-8669-5;Libro 0437 - Historia;Ian Kershaw;Penguin Clásicos;Historia;2017;Español;Bolsillo;507;24.01;14.44;39.87;No;Sí;Sí;2020-06-16;Con acceso a fuentes primarias únicas y una perspectiva histórica de largo alcance, Kershaw reconstruye uno de los períodos más oscuros de la historia con una objetividad y una profundidad que lo convierten en referencia.
978-717-572-2772-2;Libro 0438 - Ciencia y Tecnología;Richard Dawkins;Tusquets;Ciencia y Tecnología;2021;Español;Tapa dura;698;22.11;16.26;26.45;Sí;Sí;Sí;2022-07-12;Dawkins combina rigor científico con una prosa accesible para explicar conceptos complejos de biología evolutiva. Imprescindible para entender por qué somos como somos y cómo funciona la vida en su nivel más fundamental.
978-803-923-2938-3;Libro 0439 - Ciencia y Tecnología;Neil deGrasse Tyson;Paidós;Ciencia y Tecnología;1981;Español;Tapa blanda;433;45.71;31.07;32.02;Sí;Sí;No;2020-05-11;Tyson combina datos astronómicos con reflexiones filosóficas sobre nuestro lugar en el universo. Un libro que amplía la mente y recuerda lo pequeños y extraordinarios que somos a la vez.
978-702-944-5152-1;Libro 0440 - Idiomas;Alan Grieve;Espasa;Idiomas;2002;Español;Tapa blanda;239;31.28;19.29;38.33;Sí;No;Sí;2023-09-10;Grieve es un pedagogo que entiende cómo aprenden los adultos. Sus libros equilibran estructura gramatical con práctica comunicativa para crear un aprendizaje sólido y funcional.
978-799-642-3498-2;Libro 0441 - Autoayuda;James Clear;Random House;Autoayuda;1984;Español;Tapa blanda;308;15.9;10.09;36.55;Sí;Sí;Sí;2022-02-14;Clear presenta un sistema revolucionario para crear buenos hábitos y eliminar los malos. Basado en la psicología del comportamiento, demuestra cómo pequeñas mejoras diarias generan transformaciones extraordinarias a largo plazo.
978-127-674-6177-8;Libro 0442 - Ficción;Haruki Murakami;Penguin Clásicos;Ficción;2020;Español;Bolsillo;496;19.49;12.21;37.36;Sí;No;No;2022-09-28;Una novela de gran hondura emocional que explora la complejidad de las relaciones humanas. El autor construye personajes memorables en un mundo reconocible, con una prosa que equilibra la intensidad dramática con momentos de genuina belleza.
978-274-161-4788-5;Libro 0443 - No Ficción;Rutger Bregman;Paidós;No Ficción;2007;Español;Bolsillo;332;15.85;10.55;33.45;Sí;Sí;No;2023-01-11;Una lectura esperanzadora y bien documentada sobre el potencial humano para la cooperación. Bregman recupera experimentos sociales y momentos históricos olvidados para construir un argumento a favor del optimismo.
978-794-857-9642-2;Libro 0444 - Cómics/Manga;Art Spiegelman;Paidós;Cómics/Manga;1994;Español;Tapa blanda;252;10.6;6.15;41.96;Sí;Sí;Sí;2023-05-08;Maus es la obra que legitimó el cómic como forma literaria seria. Spiegelman demostró que el noveno arte puede hacer lo que la literatura convencional a veces no puede: mostrar lo indecible.
978-109-538-2707-6;Libro 0445 - Cómics/Manga;Alan Moore;Anagrama;Cómics/Manga;2003;Español;Tapa blanda;290;9.45;6.34;32.92;Sí;Sí;Sí;2023-06-04;Una obra que redefine los límites del noveno arte. Moore demuestra que el cómic puede ser tan ambicioso y complejo como cualquier otra forma literaria.
978-747-800-1794-9;Libro 0446 - Arte y Fotografía;Simon Schama;Tusquets;Arte y Fotografía;1996;Español;Tapa blanda;223;42.15;32.05;23.97;Sí;Sí;Sí;2021-01-13;Una exploración profunda del arte como expresión de la condición humana. Schama conecta obras de distintas épocas con los contextos que las hicieron posibles, creando una narrativa cultural apasionante.
978-919-458-9204-7;Libro 0447 - Arte y Fotografía;Simon Schama;Alianza Editorial;Arte y Fotografía;2012;Español;Tapa blanda;180;62.49;47.35;24.23;Sí;Sí;Sí;2019-02-28;Schama tiene la virtud de los grandes divulgadores: hace que cualquier obra de arte parezca un misterio que vale la pena resolver. Sus libros son al arte lo que Sherlock Holmes es al crimen.
978-858-304-2990-8;Libro 0448 - Ficción;Haruki Murakami;Crítica;Ficción;2006;Español;Tapa dura;255;20.5;13.87;32.33;Sí;Sí;Sí;2019-08-09;Una narración que atrapa desde las primeras páginas. El autor maneja el tiempo y los puntos de vista con maestría, construyendo una historia que reflexiona sobre la identidad, la pertenencia y los lazos que nos definen.
978-150-343-9082-2;Libro 0449 - Economía/Negocios;Thomas Piketty;Espasa;Economía/Negocios;1981;Español;Tapa dura;298;34.86;21.1;39.47;Sí;Sí;Sí;2021-11-13;Una obra que combina teoría económica con aplicación práctica. El autor aporta herramientas concretas para entender los mercados y las decisiones estratégicas en un mundo complejo.
978-688-854-9863-2;Libro 0450 - Infantil/Juvenil;Cornelia Funke;Crítica;Infantil/Juvenil;2006;Español;Tapa blanda;112;17.32;9.15;47.16;Sí;No;Sí;2022-12-31;Funke es una de las grandes narradoras de literatura infantil y juvenil contemporánea. Sus mundos fantásticos están construidos con una atención al detalle y una emoción que atrapan tanto a niños como a adultos.
978-676-773-2135-1;Libro 0451 - Arte y Fotografía;Simon Schama;Espasa;Arte y Fotografía;1999;Inglés;Tapa blanda;270;40.3;29.2;27.55;Sí;Sí;Sí;2020-04-14;Schama escribe historia del arte con la pasión de un novelista y la precisión de un académico. Sus análisis de obras concretas revelan capas de significado que escapan a miradas menos atentas.
978-228-296-7369-9;Libro 0452 - Ciencia y Tecnología;Stephen Hawking;Ediciones B;Ciencia y Tecnología;1994;Español;Tapa blanda;325;42.42;31.09;26.71;Sí;Sí;Sí;2023-09-18;Con su inconfundible capacidad para simplificar lo complejo, Hawking lleva al lector por los grandes interrogantes sobre el espacio, el tiempo y la existencia. Una lectura que ensancha los límites de lo imaginable.
978-580-923-2256-1;Libro 0453 - Cómics/Manga;Osamu Tezuka;Alfaguara;Cómics/Manga;1990;Inglés;Tapa dura;258;8.37;5.57;33.49;Sí;Sí;Sí;2019-03-27;El dios del manga japonés construyó mundos de una riqueza inaudita. Sus historias, aparentemente sencillas en su trazo, esconden una profundidad filosófica y emocional que las hace atemporales.
978-489-715-8335-1;Libro 0454 - Arte y Fotografía;John Berger;Crítica;Arte y Fotografía;1987;Español;Tapa dura;187;65.89;49.85;24.35;Sí;Sí;Sí;2019-02-07;Berger escribe sobre arte como quien escribe sobre amor: con devoción y lucidez a partes iguales. Sus análisis conectan las obras con el mundo que las produce de una manera que ningún otro crítico ha igualado.
978-829-495-7880-8;Libro 0455 - Arte y Fotografía;Giorgio Vasari;Alfaguara;Arte y Fotografía;1981;Español;Tapa blanda;347;74.68;50.62;32.22;Sí;Sí;Sí;2020-11-05;Vasari inventó la biografía artística moderna. Sus retratos de Leonardo, Miguel Ángel y Rafael, aunque no siempre exactos, establecieron el canon de la grandeza artística occidental.
978-744-226-1477-7;Libro 0456 - Arte y Fotografía;E.H. Gombrich;Random House;Arte y Fotografía;2003;Español;Tapa dura;315;63.22;48.96;22.55;Sí;Sí;Sí;2020-07-05;Con una mirada siempre fresca y un dominio enciclopédico, Gombrich explica no solo qué se hizo en el arte sino por qué se hizo así. Un libro que transforma la experiencia de visitar cualquier museo.
978-323-982-2674-9;Libro 0457 - No Ficción;Michael Lewis;Planeta;No Ficción;2023;Español;Tapa blanda;310;23.97;16.31;31.95;Sí;Sí;Sí;2019-09-28;Lewis combina el rigor del periodismo de investigación con el ritmo de una novela. Sus libros sobre finanzas son imprescindibles no solo para entender los mercados, sino la naturaleza humana en entornos de presión extrema.
978-129-799-2179-7;Libro 0458 - Ficción;Stephen King;Anagrama;Ficción;2019;Catalán;Tapa blanda;401;20.05;13.27;33.8;No;Sí;Sí;2021-04-14;King es el maestro del horror contemporáneo, pero sus mejores novelas van mucho más allá del miedo. Sus historias exploran la oscuridad humana, la pérdida y la redención con una potencia narrativa arrolladora.
978-579-365-9105-6;Libro 0459 - No Ficción;Michael Lewis;Alianza Editorial;No Ficción;2023;Español;Bolsillo;210;23.91;15.51;35.15;Sí;Sí;Sí;2019-03-28;Nadie cuenta mejor que Lewis cómo funciona el dinero en la práctica. Sus retratos de traders, inversores y reguladores son al mismo tiempo retratos de la condición humana bajo presión.
978-805-873-4222-8;Libro 0460 - Historia;Tom Holland;Anagrama;Historia;1980;Inglés;Tapa dura;553;29.58;18.54;37.32;Sí;Sí;Sí;2022-11-06;Holland explora cómo las civilizaciones del pasado han dado forma al mundo que habitamos. Sus análisis son agudos, accesibles y capaces de hacer sentir la distancia y la cercanía del mundo antiguo a la vez.
978-706-234-8884-1;Libro 0461 - Historia;Tom Holland;Siruela;Historia;2018;Inglés;Tapa blanda;272;22.25;13.76;38.15;Sí;No;Sí;2023-04-26;Holland escribe historia con urgencia. Sus reconstrucciones del mundo romano o persa tienen la velocidad de una novela y la solidez documental de la mejor academia.
978-280-659-9079-8;Libro 0462 - Ficción;Stephen King;Salamandra;Ficción;2011;Español;Tapa blanda;456;10.13;6.59;34.98;Sí;Sí;Sí;2022-05-20;Con una habilidad única para crear atmósferas opresivas y personajes memorables, King ha construido uno de los universos literarios más ricos de la narrativa popular contemporánea.
978-613-734-5665-7;Libro 0463 - No Ficción;Yuval Noah Harari;Penguin Clásicos;No Ficción;2002;Inglés;Tapa dura;335;20.94;12.3;41.27;Sí;No;No;2022-12-12;Harari conecta biología, historia y filosofía para explorar los grandes retos del siglo XXI. Un libro que genera preguntas incómodas sobre el futuro del trabajo, la identidad y la libertad en la era de la inteligencia artificial.
978-839-657-4984-1;Libro 0464 - Economía/Negocios;Ha-Joon Chang;Tusquets;Economía/Negocios;1985;Catalán;Tapa dura;462;25.06;16.67;33.48;Sí;Sí;Sí;2023-05-01;Con un tono accesible y datos contundentes, Chang explica por qué las políticas económicas que funcionaron en los países ricos se niegan a los países en desarrollo. Imprescindible para entender la economía global.
978-827-155-4298-0;Libro 0465 - Ficción;Stephen King;Espasa;Ficción;2005;Español;Tapa blanda;537;16.28;11.65;28.44;Sí;Sí;Sí;2022-03-28;King escribe con una fluidez y un instinto narrativo que pocos autores poseen. Sus libros, independientemente del género, son ante todo grandes historias sobre personas ordinarias en situaciones extraordinarias.
978-85-471-2895-2;Libro 0466 - No Ficción;Steven Pinker;Salamandra;No Ficción;2013;Español;Tapa blanda;325;18.0;11.78;34.55;Sí;Sí;Sí;2022-06-30;Pinker ofrece un análisis riguroso y optimista de la evolución humana, apoyado en datos históricos. Argumenta que, a pesar de las apariencias, el mundo ha mejorado en casi todos los indicadores de bienestar.
978-446-802-3743-0;Libro 0467 - No Ficción;Rutger Bregman;Random House;No Ficción;2014;Español;Tapa blanda;317;21.53;12.45;42.18;Sí;No;Sí;2023-01-18;Bregman es una voz refrescante en el debate político contemporáneo. Su defensa de la renta básica universal y otras ideas radicales está construida sobre evidencia histórica sólida y una prosa directa y accesible.
978-712-985-4540-4;Libro 0468 - Historia;Tom Holland;Paidós;Historia;2006;Español;Tapa blanda;447;21.33;13.74;35.57;Sí;Sí;Sí;2022-07-30;Holland es uno de los mejores historiadores divulgativos de su generación. Sus libros sobre la antigüedad clásica combinan rigor académico con una narrativa ágil que hace de la historia antigua un drama vivo.
978-389-806-2468-4;Libro 0469 - Cómics/Manga;Frank Miller;Ariel;Cómics/Manga;2024;Español;Tapa blanda;255;11.39;7.14;37.33;Sí;Sí;Sí;2022-12-11;Miller dibuja con tinta negra y convicciones firmes. Sus personajes son héroes rotos en un mundo que no merece la pena salvar, y aun así lo intentan. Una propuesta estética y moral única.
978-805-587-3818-8;Libro 0470 - Ciencia y Tecnología;Neil deGrasse Tyson;Espasa;Ciencia y Tecnología;1993;Español;Tapa blanda;338;51.24;34.0;33.65;No;Sí;No;2022-01-02;Un guía apasionado por el cosmos que hace de la astrofísica una experiencia emocional. Tyson tiene el talento de conectar los grandes datos del universo con preguntas profundamente humanas.
978-534-732-5868-0;Libro 0471 - Cómics/Manga;Alan Moore;Ediciones B;Cómics/Manga;2007;Español;Tapa dura;268;8.02;5.6;30.18;Sí;Sí;Sí;2021-11-15;Moore construye guiones con la densidad de las mejores novelas. Su dominio del simbolismo, la intertextualidad y la psicología de los personajes es sin igual en el medio.
978-638-931-9804-9;Libro 0472 - Autoayuda;James Clear;Ariel;Autoayuda;1992;Gallego;Bolsillo;260;14.48;7.67;47.04;Sí;Sí;Sí;2020-05-22;Un manual práctico que combina neurociencia y psicología conductual. Clear argumenta que el uno por ciento de mejora diaria, sostenida en el tiempo, produce resultados que ningún gran esfuerzo puntual puede igualar.
978-281-712-1411-5;Libro 0473 - Ciencia y Tecnología;Carl Sagan;Ediciones B;Ciencia y Tecnología;2014;Inglés;Tapa blanda;424;27.04;19.39;28.29;Sí;Sí;Sí;2021-03-20;Sagan combina astronomía, filosofía e historia de la ciencia en un relato apasionante sobre la búsqueda del conocimiento. Un clásico imprescindible que recuerda por qué la curiosidad es la virtud más noble.
978-941-793-3100-6;Libro 0474 - Economía/Negocios;Tim Harford;Destino;Economía/Negocios;2019;Español;Tapa dura;367;36.12;20.46;43.36;Sí;Sí;No;2021-08-17;Harford es el economista del caos creativo. Sus libros defienden que la adaptación y el ensayo y error son más poderosos que cualquier plan, con argumentos históricos y económicos convincentes.
978-271-673-7285-1;Libro 0475 - No Ficción;Daniel Kahneman;Crítica;No Ficción;1983;Inglés;Tapa blanda;301;18.88;12.67;32.88;Sí;Sí;Sí;2022-01-10;Kahneman, Premio Nobel de Economía, expone con claridad los dos sistemas que rigen nuestra mente: el rápido e intuitivo y el lento y reflexivo. Un libro fundamental para entender por qué tomamos malas decisiones.
978-149-682-9163-5;Libro 0476 - Infantil/Juvenil;J.K. Rowling;Penguin Clásicos;Infantil/Juvenil;2020;Español;Tapa blanda;240;10.69;5.66;47.01;Sí;Sí;Sí;2021-07-21;Con una imaginación desbordante y un talento narrativo innegable, Rowling construyó un universo en el que caben la amistad, el valor, la pérdida y la esperanza. Un clásico moderno que trasciende lo juvenil.
978-181-377-2876-7;Libro 0477 - Idiomas;Alan Grieve;Alfaguara;Idiomas;1991;Español;Tapa blanda;462;43.53;26.64;38.8;Sí;Sí;No;2021-11-05;Grieve diseñó recursos pedagógicos para el aprendizaje de idiomas que destacan por su practicidad y su atención a los contextos reales de uso.
978-324-633-2158-5;Libro 0478 - Ficción;Ken Follett;Anagrama;Ficción;1983;Español;Bolsillo;426;21.43;14.73;31.26;Sí;Sí;Sí;2023-05-16;Follett es el gran artesano de la novela histórica popular. Sus tramas, llenas de personajes que abarcan generaciones, combinan la precisión histórica con una habilidad narrativa envolvente.
978-843-936-8609-8;Libro 0479 - Arte y Fotografía;Giorgio Vasari;Ariel;Arte y Fotografía;2003;Español;Tapa dura;123;29.98;20.41;31.92;Sí;No;Sí;2022-06-04;Una obra de una vitalidad asombrosa. Vasari escribe sobre los artistas del Renacimiento con la admiración de un colega y la precisión de un observador privilegiado de uno de los períodos más creativos de la historia.
978-683-433-4038-0;Libro 0480 - Cómics/Manga;Frank Miller;Random House;Cómics/Manga;1987;Inglés;Tapa blanda;124;11.03;7.29;33.87;Sí;Sí;Sí;2022-10-07;Miller reinventó el cómic de superhéroes con una visión oscura y cinematográfica. Sus historias combinan acción visceral con crítica social, creando un estilo que ha influido a generaciones de autores.
978-865-469-6850-1;Libro 0481 - Economía/Negocios;Ha-Joon Chang;Ariel;Economía/Negocios;1987;Español;Bolsillo;395;33.35;21.34;36.0;Sí;Sí;Sí;2020-03-28;Chang combina rigor académico con ironía inteligente para revisar la historia económica mundial. Una obra que te hace cuestionar muchas certezas sobre el capitalismo y el desarrollo.
978-875-670-9963-4;Libro 0482 - Infantil/Juvenil;Cornelia Funke;Paidós;Infantil/Juvenil;1990;Español;Bolsillo;136;11.09;6.56;40.82;Sí;Sí;Sí;2022-01-14;Con una imaginación extraordinaria y un estilo fluido y vívido, Funke crea aventuras llenas de matices. Sus personajes enfrentan dilemas morales reales en contextos fantásticos que los hacen inolvidables.
978-820-318-7501-7;Libro 0483 - Economía/Negocios;Ha-Joon Chang;Espasa;Economía/Negocios;1988;Español;Tapa dura;202;22.27;14.48;34.97;Sí;Sí;Sí;2022-07-05;El economista más legible del mundo. Chang tiene la rara virtud de hacer accesible la economía sin simplificarla, y de defender posiciones heterodoxas con argumentos difíciles de refutar.
978-764-340-1664-1;Libro 0484 - Autoayuda;Dale Carnegie;Espasa;Autoayuda;1991;Español;Tapa blanda;300;13.61;7.16;47.37;Sí;Sí;Sí;2022-04-21;Un clásico atemporal sobre las relaciones humanas. Carnegie ofrece principios sencillos pero poderosos para ganarse la confianza de los demás, influir positivamente y comunicarse con eficacia en cualquier contexto.
978-468-789-1164-2;Libro 0485 - Historia;Ian Kershaw;Paidós;Historia;2014;Español;Tapa blanda;331;16.96;9.91;41.54;No;Sí;Sí;2022-10-02;Kershaw es el gran cartógrafo del horror nazi. Sus libros son lecturas necesarias, aunque difíciles, para entender cómo la modernidad puede producir la barbarie.
978-425-437-3782-6;Libro 0486 - Cómics/Manga;Osamu Tezuka;Siruela;Cómics/Manga;1982;Español;Tapa blanda;311;9.79;6.48;33.85;Sí;Sí;Sí;2019-05-11;Tezuka revolucionó el lenguaje del cómic japonés combinando influencias del cine occidental con la sensibilidad estética del Japón de posguerra. Cada página es un testimonio de su genio creativo.
